,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
952,A-4797570,Source1,2,2023-01-29 18:41:37.000000000,2023-01-29 21:16:38.000000000,38.63036513,-90.35979152,38.62969513,-90.33779152,1.188,Incident on I-64 near CHESTERFIELD PKY Drive with caution.,US-40,St Louis,MO,63144,US,US/Central,KSTL,2023-01-29 18:51:00,26.0,17.0,84.0,29.62,3.0,N,9.0,0.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
953,A-4800582,Source1,2,2022-04-05 07:31:31,2022-04-05 08:46:31,38.60631108265589,-90.45083641962788,38.63367108265588,-90.45009641962793,1.891,Incident on I-270 near MO-100 Drive with caution.,I-270,St Louis,MO,63131,US,US/Central,KSTL,2022-04-05 07:38:00,49.0,46.0,90.0,29.05,4.0,E,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
954,A-4800765,Source1,2,2022-07-11 09:31:35,2022-07-11 10:46:38,38.64347577,-90.18675685,38.64548577,-90.19003685,0.225,Incident on I-44 near CARR ST Drive with caution.,I-70,St Louis (City),MO,63102,US,US/Central,KCPS,2022-07-11 12:53:00,90.0,90.0,55.0,29.44,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,
955,A-4803373,Source1,2,2022-05-23 07:39:00,2022-05-23 08:36:30,38.695704,-90.464795,38.697502,-90.454246,0.5820000000000001,Slow traffic on MO-364 E - Page Avenue Ext E from Maryland Heights Expy (MO-364) to I-270 (Page Ave/MO-364) due to accident.,MO-364,St Louis,MO,63146,US,US/Central,KSTL,2022-05-23 07:51:00,57.0,57.0,59.0,29.63,10.0,NE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
956,A-4806035,Source1,4,2022-01-04 08:29:57,2022-01-04 11:23:27,38.589655,-90.214165,38.588351,-90.214499,0.092,I-55 S is closed from S Broadway/Exit 206 (I-55) to Potomac St/Exit 206 (I-55) due to accident.,I-55,St Louis (City),MO,63118,US,US/Central,KCPS,2022-01-04 08:53:00,27.0,17.0,85.0,29.7,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
957,A-4806791,Source1,2,2023-01-25 06:08:00,2023-01-25 06:46:00,38.682974,-90.230926,38.680564,-90.21273,0.995,Slow traffic on I-70 E from Shreve Ave (Overpass) (I-70 Exp) to Adelaide Ave (Overpass) (I-70 Exp) due to accident.,I-70 Express Lane,St Louis (City),MO,63115,US,US/Central,KSTL,2023-01-25 05:51:00,34.0,25.0,89.0,29.05,1.0,N,13.0,0.09,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
958,A-4806865,Source1,2,2022-09-29 07:53:30,2022-09-29 09:34:47,38.771239,-90.283973,38.770929,-90.26738,0.894,Incident on I-270 near WEST FLORISSANT AVE Drive with caution.,I-270,St Louis,MO,63135,US,US/Central,KSTL,2022-09-29 07:51:00,49.0,47.0,80.0,29.8,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
959,A-4806908,Source1,2,2022-04-20 07:59:19,2022-04-20 09:14:20,38.57060551624979,-90.44081568674832,38.55304551624978,-90.43124568674833,1.319,Incident on I-270 near MARSHALL RD Drive with caution.,I-270,St Louis,MO,63122,US,US/Central,KSTL,2022-04-20 07:51:00,47.0,41.0,74.0,29.42,10.0,E,14.0,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
960,A-4808111,Source1,2,2022-10-16 19:15:54,2022-10-16 20:30:55,38.673026,-90.20437,38.672964,-90.204329,0.005,Incident on I-70 near GRAND AVE Road closed. Take alternate route.,I-70 Express Lane,St Louis (City),MO,63107,US,US/Central,KCPS,2022-10-16 18:53:00,57.0,57.0,49.0,29.53,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
962,A-4823122,Source1,2,2022-02-22 16:05:55.000000000,2022-02-22 17:20:55.000000000,38.68493199330003,-90.24340510325317,38.68289199330003,-90.22958510325316,0.759,Incident on I-70 near BIRCHER BLVD Drive with caution.,I-70,St Louis (City),MO,63115,US,US/Central,KSTL,2022-02-22 15:51:00,38.0,28.0,70.0,29.37,10.0,NW,21.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
963,A-4823374,Source1,2,2022-10-12 06:20:00.000000000,2022-10-12 09:15:00.000000000,38.525373,-90.398797,38.570766,-90.44068,3.868,Slow traffic on I-270 N from MO-21/Tesson Ferry Rd/Exit 2 (I-270) to Big Bend Rd/Exit 7 (I-270) due to accident.,Gravois Rd,St Louis,MO,63127,US,US/Central,KCPS,2022-10-12 06:15:00,64.0,28.0,58.0,29.4,10.0,NW,21.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
964,A-4824217,Source1,2,2022-02-03 21:57:59.000000000,2022-02-03 23:13:00.000000000,38.631388,-90.303487,38.631972,-90.290561,0.6990000000000001,Incident on I-64 near BOLAND PL Drive with caution.,I-64,St Louis (City),MO,63139,US,US/Central,KCPS,2022-02-03 21:53:00,19.0,7.0,81.0,29.92,10.0,N,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
965,A-4824759,Source1,2,2022-03-24 14:33:37.000000000,2022-03-24 16:08:00.000000000,38.584812,-90.218613,38.575614,-90.231783,0.954,Incident on I-55 SB near PRESIDENT ST Expect delays.,I-55,St Louis (City),MO,63118,US,US/Central,KCPS,2022-03-24 14:53:00,45.0,41.0,80.0,29.36,10.0,WSW,8.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
966,A-4826188,Source1,2,2023-01-29 18:16:30.000000000,2023-01-29 23:12:00.000000000,38.638648,-90.467009,38.63898,-90.4945,1.484,Stationary traffic on US-40 W - I-64 W - US-61 N from I-270/Exit 25 (I-64) to Maryville Centre Dr (US-61/US-40/I-64) due to accident.,US-40,St Louis,MO,63141,US,US/Central,KSTL,2023-01-29 17:51:00,25.0,16.0,85.0,29.59,3.0,N,8.0,0.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
967,A-4827098,Source1,2,2022-12-06 18:31:20.000000000,2022-12-06 19:46:21.000000000,38.6608,-90.35761,38.658819,-90.356477,0.15,Incident on I-170 near DELMAR BLVD Drive with caution.,I-170,St Louis,MO,63124,US,US/Central,KSTL,2022-12-06 18:39:00,47.0,44.0,93.0,29.34,1.0,E,6.0,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
968,A-4827099,Source1,2,2022-02-07 22:03:55.000000000,2022-02-07 23:18:56.000000000,38.66278767567319,-90.35878300623722,38.65881767567319,-90.35647300623722,0.301,Incident on I-170 near DELMAR BLVD Drive with caution.,I-170,St Louis,MO,63132,US,US/Central,KSTL,2022-02-07 21:51:00,30.0,22.0,82.0,29.5,10.0,E,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
969,A-4828558,Source1,2,2022-05-03 08:10:49,2022-05-03 09:25:50,38.643003701979424,-90.34685254053906,38.634573701979434,-90.34402254053906,0.602,Incident on I-170 near S BRENTWOOD BLVD Drive with caution.,I-170,St Louis,MO,63105,US,US/Central,KSTL,2022-05-03 07:51:00,66.0,66.0,78.0,29.04,10.0,SSW,14.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
970,A-4830614,Source1,2,2022-05-28 11:46:11,2022-05-28 13:01:13,38.771041631513725,-90.27518391566144,38.77080163151373,-90.25675391566143,0.993,Incident on I-270 near WEST FLORISSANT AVE Drive with caution.,I-270,St Louis,MO,63136,US,US/Central,KSTL,2022-05-28 11:51:00,75.0,75.0,53.0,29.29,10.0,SSW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
971,A-4832832,Source1,2,2022-04-15 23:38:30,2022-04-16 00:53:30,38.59401583653168,-90.21587490992444,38.59221583653167,-90.21475490992444,0.138,Incident on I-55 near UTAH ST Drive with caution.,I-55,St Louis (City),MO,63118,US,US/Central,KCPS,2022-04-15 23:53:00,46.0,46.0,93.0,29.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
972,A-4835554,Source1,2,2022-04-04 14:48:00,2022-04-04 17:35:48,38.54429841023185,-90.4232203956107,38.52947841023185,-90.4044703956107,1.4409999999999998,Incident on I-270 SB near MO-100 Road closed. Take alternate route.,I-270,St Louis,MO,63127,US,US/Central,KCPS,2022-04-04 14:53:00,66.0,66.0,45.0,29.42,10.0,NNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
973,A-4835928,Source1,2,2022-09-24 16:51:20,2022-09-24 18:06:21,38.621496,-90.193692,38.620434,-90.190767,0.174,Incident on I-64 near BROADWAY Drive with caution.,US-40,St Louis (City),MO,63102,US,US/Central,KCPS,2022-09-24 16:53:00,87.0,87.0,31.0,29.43,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
975,A-4836802,Source1,2,2023-01-02 21:33:30,2023-01-02 22:30:00,38.684081,-90.221782,38.676295,-90.206703,0.975,Stationary traffic on I-70 E from Florissant Ave (Overpass) (I-70 Exp) to Grand Ave (Underpass) (I-70 Exp) due to accident.,I-70 Express Lane,St Louis (City),MO,63147,US,US/Central,KSTL,2023-01-02 21:58:00,62.0,62.0,86.0,29.08,10.0,SE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
976,A-4837019,Source1,2,2022-12-15 17:33:30,2022-12-15 18:48:30,38.698176,-90.450554,38.703918,-90.449749,0.399,Incident on I-270 near MO-364 Drive with caution.,Page Ave,St Louis,MO,63130,US,US/Central,KSTL,2022-12-15 17:51:00,35.0,26.0,61.0,29.14,10.0,WSW,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
977,A-4840463,Source1,2,2022-03-03 11:41:42,2022-03-03 12:56:43,38.496791124160296,-90.30676960902068,38.493211124160304,-90.29772960902068,0.5479999999999999,Incident on I-255 near MO-231 Drive with caution.,US-50,St Louis,MO,63129,US,US/Central,KCPS,2022-03-03 11:53:00,51.0,51.0,52.0,29.87,10.0,NNE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
978,A-4842549,Source1,2,2023-01-20 14:24:34,2023-01-20 16:24:35,38.704633,-90.270867,38.71019,-90.283082,0.762,Incident on I-70 near GOODFELLOW BLVD Drive with caution.,I-70,St Louis,MO,63121,US,US/Central,KSTL,2023-01-20 14:51:00,37.0,31.0,62.0,29.57,10.0,WNW,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
979,A-4842668,Source1,2,2022-12-15 15:38:29,2022-12-15 16:53:30,38.48928094,-90.28494716,38.48244094,-90.26185716,1.335,Incident on I-255 near KOCH RD Drive with caution.,US-50,St Louis,MO,63129,US,US/Central,KCPS,2022-12-15 15:53:00,36.0,29.0,64.0,29.32,10.0,W,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
980,A-4842669,Source1,2,2022-01-15 07:27:25,2022-01-15 08:42:26,38.489165,-90.28449,38.48904,-90.284069,0.024,Incident on I-255 near KOCH RD Drive with caution.,US-50,St Louis,MO,63129,US,US/Central,KCPS,2022-01-15 07:53:00,33.0,25.0,96.0,29.7,1.0,ENE,9.0,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
982,A-4846204,Source1,2,2022-11-21 05:57:30,2022-11-21 06:36:30,38.61892819,-90.18641353,38.62426819,-90.16462353,1.233,Stationary traffic on I-64 E - US-40 E - I-55 N from I-55 &amp; I-64 Junction (West) (I-64/I-70/I-55/I-64) to IL-3 (I-64/I-70/I-55/I-64) due to accident.,US-40,St Louis (City),MO,63102,US,US/Central,KCPS,2022-11-21 05:53:00,29.0,23.0,54.0,29.86,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
983,A-4851176,Source1,2,2022-12-09 17:27:03,2022-12-09 18:42:04,38.71008039,-90.283252,38.70163039,-90.266892,1.058,Incident on I-70 near MO-U Drive with caution.,I-70,St Louis,MO,63121,US,US/Central,KSTL,2022-12-09 17:51:00,42.0,38.0,70.0,29.51,10.0,WNW,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
984,A-4851790,Source1,4,2022-07-11 06:41:33,2022-07-11 07:56:34,38.504017,-90.32822,38.504386,-90.32774,0.036,Incident on US-67 near S COUNTY CENTER WAY Road closed. Take alternate route.,Lemay Ferry Rd,St Louis,MO,63129,US,US/Central,KCPS,2022-07-11 12:53:00,90.0,90.0,55.0,29.44,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
985,A-4855955,Source1,2,2023-01-30 01:04:30,2023-01-30 06:06:30,38.600156,-90.314958,38.559488,-90.406948,5.707999999999998,Slow traffic on I-44 W from Jamieson Ave/Exit 284 (I-44) to US-61/US-50/US-67/Exit 277 (I-44) due to accident.,I-44,St Louis (City),MO,63139,US,US/Central,KCPS,2023-01-30 01:07:00,24.0,14.0,91.0,29.83,3.0,NNW,10.0,0.0,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
986,A-4858576,Source1,2,2022-04-12 14:55:38,2022-04-12 16:10:39,38.641083,-90.405621,38.640403000000006,-90.405642,0.047,Incident on US-67 near CONWAY RD Drive with caution.,Conway Rd,St Louis,MO,63131,US,US/Central,KSTL,2022-04-12 14:51:00,72.0,72.0,73.0,29.1,10.0,SSE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
987,A-4860229,Source1,2,2022-12-22 12:54:30,2022-12-22 14:39:30,38.548087,-90.288356,38.511476,-90.335918,3.607,Slow traffic on I-55 S from Weber Rd/Exit 201 (I-55) to US-61/US-50/US-67/Exit 197 (I-55) due to accident.,201A,St Louis,MO,63123,US,US/Central,KCPS,2022-12-22 12:53:00,12.0,-6.0,80.0,29.57,0.25,NW,20.0,0.0,Heavy Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
988,A-4860531,Source1,2,2022-04-28 13:47:22,2022-04-28 15:02:23,38.59504580479338,-90.32627463297688,38.589615804793375,-90.33775463297688,0.725,Incident on I-44 near SHREWSBURY AVE Drive with caution.,I-44,St Louis,MO,63119,US,US/Central,KCPS,2022-04-28 13:53:00,71.0,71.0,39.0,29.59,10.0,SSE,15.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
989,A-4865212,Source1,2,2022-01-02 05:57:31,2022-01-02 07:12:33,38.684661,-90.404333,38.684399,-90.404287,0.018,Incident on US-67 near SCHUETZ RD Drive with caution.,Lindbergh Blvd,St Louis,MO,63146,US,US/Central,KSTL,2022-01-02 05:51:00,21.0,7.0,81.0,29.44,9.0,NW,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
990,A-4867185,Source1,2,2023-01-14 17:23:16,2023-01-14 18:38:16,38.62534,-90.405746,38.625653,-90.40574,0.022,Incident on US-67 near LITZSINGER RD Drive with caution.,US-67,St Louis,MO,63131,US,US/Central,KSTL,2023-01-14 17:51:00,35.0,29.0,64.0,29.56,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
991,A-4867840,Source1,2,2023-01-17 16:41:00.000000000,2023-01-17 18:25:30.000000000,38.636149,-90.396758,38.629079,-90.319637,4.191,Stationary traffic on I-64 E - US-40 E from US-61/US-67/S Lindbergh Blvd/Exit 28 (I-64) to Big Bend Blvd/Exit 33 (I-64) due to accident.,I-64,St Louis,MO,63124,US,US/Central,KSTL,2023-01-17 16:51:00,46.0,44.0,66.0,29.19,10.0,NW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
992,A-4868479,Source1,2,2022-12-22 12:52:52.000000000,2022-12-22 14:27:53.000000000,38.519513,-90.33109,38.5034,-90.338712,1.187,Incident on I-55 near GREEN PARK RD Drive with caution.,I-55,St Louis,MO,63123,US,US/Central,KCPS,2022-12-22 12:53:00,12.0,-6.0,80.0,29.57,0.25,NW,20.0,0.0,Heavy Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
993,A-4868877,Source1,2,2022-12-18 16:17:00.000000000,2022-12-18 17:32:01.000000000,38.68381619,-90.24067998,38.68982619,-90.25382998,0.8220000000000001,Incident on I-70 near SHREVE AVE Drive with caution.,I-70,St Louis (City),MO,63115,US,US/Central,KSTL,2022-12-18 15:51:00,32.0,27.0,44.0,29.63,10.0,WNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
994,A-4869564,Source1,2,2022-07-22 18:52:55,2022-07-22 20:07:57,38.506898,-90.337302,38.497147,-90.344803,0.7859999999999999,Incident on I-55 near US-50 Drive with caution.,I-55,St Louis,MO,63128,US,US/Central,KCPS,2022-07-22 18:53:00,93.0,93.0,54.0,29.49,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
995,A-4870784,Source1,2,2023-01-26 07:55:00,2023-01-26 08:56:30,38.63221049,-90.23789048,38.62983049,-90.27057048,1.7719999999999998,Stationary traffic on US-40 W - I-64 W from Grand Blvd/Market St/Exit 37 (I-64) to S Kingshighway Blvd/Exit 36 (I-64) due to accident.,US-40,St Louis (City),MO,63110,US,US/Central,KCPS,2023-01-26 07:53:00,30.0,20.0,66.0,29.65,10.0,WNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
996,A-4871075,Source1,4,2022-12-30 10:59:48,2022-12-30 12:14:49,38.46474,-90.357213,38.46451,-90.357334,0.017,Incident on US-67 near SOUTHCREST WAY Road closed. Take alternate route.,Lemay Ferry Rd,St Louis,MO,63129,US,US/Central,KCPS,2022-12-30 10:53:00,47.0,45.0,90.0,29.58,9.0,N,5.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
997,A-4872697,Source1,2,2022-11-12 08:41:00.000000000,2022-11-12 09:01:00.000000000,38.60886455,-90.21190524,38.61116455,-90.20388524,0.461,Slow traffic on I-55 N from Gravois Ave/Exit 207 (I-55) to I-44/I-55/Gravois Ave/Exit 207 (I-55) due to accident.,I-55,St Louis (City),MO,63104,US,US/Central,KCPS,2022-11-12 08:53:00,31.0,20.0,67.0,29.7,10.0,NNW,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
998,A-4874649,Source1,2,2022-09-29 07:53:30.000000000,2022-09-29 10:14:46.000000000,38.771239,-90.283973,38.770934,-90.267821,0.87,Incident on I-270 near WEST FLORISSANT AVE Drive with caution.,I-270,St Louis,MO,63135,US,US/Central,KSTL,2022-09-29 07:51:00,49.0,47.0,80.0,29.8,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
999,A-4875734,Source1,2,2023-01-21 03:44:40.000000000,2023-01-21 04:59:41.000000000,38.700431,-90.263671,38.700609,-90.264089,0.026,Incident on I-70 near GOODFELLOW BLVD Drive with caution.,I-70,St Louis (City),MO,63136,US,US/Central,KSTL,2023-01-21 03:51:00,26.0,26.0,81.0,29.61,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1000,A-4875735,Source1,2,2022-03-23 19:03:24.000000000,2022-03-23 20:18:25.000000000,38.699887990767,-90.26258826212757,38.701337990767,-90.26584826212758,0.202,Incident on I-70 near GOODFELLOW BLVD Drive with caution.,I-70,St Louis (City),MO,63136,US,US/Central,KSTL,2022-03-23 18:51:00,44.0,36.0,76.0,29.03,9.0,WSW,17.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1001,A-4878848,Source1,2,2022-02-10 06:24:30.000000000,2022-02-10 07:59:30.000000000,38.69718432408001,-90.46961188273204,38.69636432408001,-90.46037188273203,0.501,Incident on MO-364 near BENNINGTON PL Drive with caution.,MO-364,St Louis,MO,63146,US,US/Central,KSTL,2022-02-10 06:51:00,31.0,23.0,89.0,29.4,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
1002,A-4879928,Source1,2,2023-01-30 14:51:48.000000000,2023-01-30 16:06:48.000000000,38.583984,-90.349403,38.58674,-90.341014,0.491,Incident on I-44 near EDGAR RD Expect delays.,I-44,St Louis,MO,63119,US,US/Central,KCPS,2023-01-30 14:53:00,19.0,7.0,71.0,29.96,10.0,NNW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1003,A-4879929,Source1,2,2022-04-12 17:15:40.000000000,2022-04-12 18:30:41.000000000,38.58167767506322,-90.35646557764836,38.59179767506322,-90.33511557764837,1.349,Incident on I-44 near EDGAR RD Expect delays.,I-44,St Louis,MO,63119,US,US/Central,KCPS,2022-04-12 17:53:00,76.0,76.0,67.0,29.26,10.0,S,14.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
1004,A-4881419,Source1,2,2022-10-06 15:47:00,2022-10-06 17:26:09,38.630617,-90.186096,38.618216,-90.19103,0.897,Slow traffic on I-44 W from Martin Luther King Bridge/Veterans Bridge (I-44) to I-55/I-64/US-40 (I-44) due to accident.,I-44,St Louis (City),MO,63102,US,US/Central,KCPS,2022-10-06 15:53:00,79.0,79.0,40.0,29.6,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1005,A-4882545,Source1,2,2023-01-18 06:44:01,2023-01-18 07:59:01,38.64034,-90.449611,38.639024,-90.449746,0.091,Incident on I-270 near I-64 Drive with caution.,I-270,St Louis,MO,63141,US,US/Central,KSTL,2023-01-18 06:51:00,38.0,32.0,83.0,29.29,10.0,E,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1006,A-4882546,Source1,2,2022-01-25 14:10:20,2022-01-25 15:25:21,38.643239736372735,-90.44929146723533,38.633839736372735,-90.45029146723532,0.652,Incident on I-270 near I-64 Drive with caution.,I-270,St Louis,MO,63141,US,US/Central,KSTL,2022-01-25 14:51:00,25.0,19.0,46.0,29.68,10.0,NNW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
1007,A-4884722,Source1,2,2022-09-05 05:58:31.000000000,2022-09-05 07:13:32.000000000,38.525376,-90.399148,38.514964,-90.378563,1.325,Incident on I-270 near MO-30 Drive with caution.,I-270,St Louis,MO,63127,US,US/Central,KCPS,2022-09-05 05:53:00,70.0,70.0,100.0,29.51,10.0,NNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1008,A-4884924,Source1,2,2022-10-03 00:07:29,2022-10-03 01:22:30,38.68848300000001,-90.250994,38.681839,-90.214896,2.0,Incident on I-70 near WEST FLORISSANT AVE Drive with caution.,I-70 Express Lane,St Louis (City),MO,63120,US,US/Central,KSTL,2022-10-03 00:51:00,62.0,62.0,60.0,29.61,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1009,A-4893124,Source1,2,2022-10-16 19:15:54,2022-10-16 20:30:55,38.665895,-90.199522,38.652594,-90.193795,0.97,Incident on I-70 near GRAND AVE Road closed. Take alternate route.,I-70 Express Lane,St Louis (City),MO,63107,US,US/Central,KCPS,2022-10-16 18:53:00,57.0,57.0,49.0,29.53,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
1010,A-4893125,Source1,2,2022-08-04 13:52:03,2022-08-04 15:07:04,38.658637,-90.196222,38.646948,-90.190969,0.856,Incident on I-70 near MO-115 Drive with caution.,I-70 Express Lane,St Louis (City),MO,63107,US,US/Central,KCPS,2022-08-04 13:53:00,85.0,85.0,69.0,29.52,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1011,A-4893622,Source1,2,2022-02-21 12:15:36,2022-02-21 13:30:38,38.48239302616841,-90.35807490305729,38.48796302616843,-90.35348490305728,0.458,Incident on I-55 near BUTLER HILL RD Drive with caution.,I-55,St Louis,MO,63129,US,US/Central,KCPS,2022-02-21 11:53:00,59.0,59.0,62.0,29.44,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1012,A-4894954,Source1,2,2022-02-24 11:01:26,2022-02-24 12:16:48,38.69703412037517,-90.4689681525685,38.70653412037517,-90.4954881525685,1.5730000000000002,Incident on MO-364 near SEVEN PINES DR Drive with caution.,MO-364,St Louis,MO,63146,US,US/Central,KSTL,2022-02-24 11:00:00,27.0,20.0,85.0,29.58,3.0,ENE,6.0,0.01,Light Snow and Sleet,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1013,A-4899702,Source1,2,2022-03-04 17:47:02.000000000,2022-03-04 19:02:03.000000000,38.63210320454297,-90.2903544898496,38.63284320454296,-90.29820448984958,0.4270000000000001,Incident on I-64 near TAMM AVE Drive with caution.,US-40,St Louis (City),MO,63110,US,US/Central,KCPS,2022-03-04 17:53:00,57.0,57.0,59.0,29.62,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1014,A-4900019,Source1,2,2023-01-29 19:21:37.000000000,2023-01-29 20:56:38.000000000,38.76625657,-90.1794827,38.76611657,-90.1197927,3.216,Incident on I-270 near GRAHAM RD Expect delays.,I-270,St Louis (City),MO,63137,US,US/Central,KSTL,2023-01-29 19:29:00,25.0,15.0,88.0,29.62,4.0,N,10.0,0.01,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1015,A-4901098,Source1,2,2022-09-14 08:04:52.000000000,2022-09-14 10:04:59.000000000,38.710907,-90.285756,38.704486,-90.270908,0.915,Incident on I-70 near MO-U Drive with caution.,I-70,St Louis,MO,63121,US,US/Central,KSTL,2022-09-14 07:51:00,62.0,62.0,75.0,29.46,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
1016,A-4904568,Source1,2,2022-06-24 16:51:22.000000,2022-06-24 17:48:06.000000,38.64020900000001,-90.187155,38.649213,-90.191901,0.6729999999999999,Slow traffic on I-70 W - I-44 E from Broadway (I-70) to Saint Louis Ave/Exit 248C (I-70) due to accident.,I-44,St Louis (City),MO,63102,US,US/Central,KCPS,2022-06-24 16:53:00,89.0,89.0,35.0,29.53,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,
